"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"1822","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2520",,"Poa bulbosa agg. L.","ICBN","1999-08-08 00:00:00.0","TR","1302","Nigde","L.","Cyperales","Asia","B"
"1823","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","2520",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-08-08 00:00:00.0","TR","1303","Nigde",,"Cyperales","Asia","B"
"1824","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Verbascum",,"PreservedSpecimen","Magnoliophyta","spec.","2520",,"Verbascum spec.","ICBN","1999-08-08 00:00:00.0","TR","1304","Nigde",,"Scrophulariales","Asia","B"
"1825","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Potentilla",,"PreservedSpecimen","Magnoliophyta","meyeri","2520",,"Potentilla meyeri Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1305","Nigde","Boiss.","Rosales","Asia","B"
"1826","Campanulaceae","BGBM","rigidum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","rigidum","2520",,"Asyneuma rigidum subsp. rigidum","ICBN","1999-08-08 00:00:00.0","TR","1306","Nigde",,"Campanulales","Asia","B"
"1827","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Salvia",,"PreservedSpecimen","Magnoliophyta","argentea","2520",,"Salvia argentea L.","ICBN","1999-08-08 00:00:00.0","TR","1307","Nigde","L.","Lamiales","Asia","B"
"1828","Scrophulariaceae","BGBM","hasandaghensis",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","thymoides","2520",,"Veronica thymoides subsp. hasandaghensis M.A.Fischer","ICBN","1999-08-08 00:00:00.0","TR","1308","Nigde","M.A.Fischer","Scrophulariales","Asia","B"
"1829","Polygonaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Polygonum",,"PreservedSpecimen","Magnoliophyta","arenastrum","2520",,"Polygonum arenastrum Bor.","ICBN","1999-08-08 00:00:00.0","TR","1309","Nigde","Bor.","Polygonales","Asia","B"
"1830","Brassicaceae","BGBM","brevifolia",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Arabis","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2500",,"Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","ICBN","1999-06-27 00:00:00.0","TR","131","Mugla","(DC.) Greuter & Burdet","Capparales","Asia","B"
"1831","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Alyssum",,"PreservedSpecimen","Magnoliophyta","aurantiacum","2520",,"Alyssum aurantiacum Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1310","Nigde","Boiss.","Capparales","Asia","B"
"1832","Asteraceae","BGBM","argenteum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Tanacetum","Subspecies","PreservedSpecimen","Magnoliophyta","argenteum","2520",,"Tanacetum argenteum subsp. argenteum","ICBN","1999-08-08 00:00:00.0","TR","1311","Nigde",,"Asterales","Asia","B"
"1833","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Asteraceae",,"PreservedSpecimen","Magnoliophyta","spec.","2520",,"Asteraceae spec.","ICBN","1999-08-08 00:00:00.0","TR","1312","Nigde",,"Asterales","Asia","B"
"1834","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2520",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","ICBN","1999-08-08 00:00:00.0","TR","1313","Nigde","(Boiss.) Ehrend.","Rubiales","Asia","B"
"1835","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Galium",,"PreservedSpecimen","Magnoliophyta","cilicicum","2520",,"Galium cilicicum Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1314","Nigde","Boiss.","Rubiales","Asia","B"
"1836","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2520",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-08-08 00:00:00.0","TR","1315","Nigde","Boiss. & Heldr.","Plumbaginales","Asia","B"
"1837","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Astragalus",,"PreservedSpecimen","Magnoliophyta","condensatus","2520",,"Astragalus condensatus Ledeb.","ICBN","1999-08-08 00:00:00.0","TR","1316","Nigde","Ledeb.","Fabales","Asia","B"
"1838","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Astragalus",,"PreservedSpecimen","Magnoliophyta","condensatus","2520",,"Astragalus condensatus Ledeb.","ICBN","1999-08-08 00:00:00.0","TR","1317","Nigde","Ledeb.","Fabales","Asia","B"
"1839","Brassicaceae","BGBM","cyclocarpa",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Aurinia","Subspecies","PreservedSpecimen","Magnoliophyta","rupestris","2520",,"Aurinia rupestris subsp. cyclocarpa","ICBN","1999-08-08 00:00:00.0","TR","1318a","Nigde",,"Capparales","Asia","B"
"1840","Cyperaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Carex",,"PreservedSpecimen","Magnoliophyta","spec.","2450",,"Carex spec.","ICBN","1999-08-08 00:00:00.0","TR","1318b","Nigde",,"Cyperales","Asia","B"
"1841","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","pinifolia","2450",,"Festuca pinifolia var. pinifolia","ICBN","1999-08-08 00:00:00.0","TR","1319","Nigde",,"Cyperales","Asia","B"
"1842","Asteraceae","BGBM","austro-occidentalis",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Centaurea","Subspecies","PreservedSpecimen","Magnoliophyta","drabifolia","2500",,"Centaurea drabifolia subsp. austro-occidentalis Wagenitz","ICBN","1999-06-27 00:00:00.0","TR","132","Mugla","Wagenitz","Asterales","Asia","B"
"1843","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","glumaceum","2450",,"Acantholimon glumaceum (Jaub. & Spach) Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1320","Nigde","(Jaub. & Spach) Boiss.","Plumbaginales","Asia","B"
"1844","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Dianthus",,"PreservedSpecimen","Magnoliophyta","goerkii","2450",,"Dianthus goerkii Hartvig & Strid","ICBN","1999-08-08 00:00:00.0","TR","1321","Nigde","Hartvig & Strid","Caryophyllales","Asia","B"
"1845","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Stylidium",,"PreservedSpecimen","Magnoliophyta","pilosum","2450",,"Stylidium pilosum Labill.","ICBN","1999-08-08 00:00:00.0","TR","1322","Nigde","Labill.","Cyperales","Asia","B"
"1846","unbekannt","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2310",,"noch unbestimmt !!!","ICBN","1999-08-08 00:00:00.0","TR","1322x122","Nigde",,,"Asia","B"
"1847","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Astragalus",,"PreservedSpecimen","Magnoliophyta","lanatus","2450",,"Astragalus lanatus Lab.","ICBN","1999-08-08 00:00:00.0","TR","1323","Nigde","Lab.","Fabales","Asia","B"
"1848","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Astragalus",,"PreservedSpecimen","Magnoliophyta","haussknechtii","2310",,"Astragalus haussknechtii Bunge","ICBN","1999-08-08 00:00:00.0","TR","1323x122","Nigde","Bunge","Fabales","Asia","B"
"1849","Santalaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Thesium",,"PreservedSpecimen","Magnoliophyta","billardieri","2450",,"Thesium billardieri Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1324","Nigde","Boiss.","Santalales","Asia","B"
"1850","Santalaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Thesium",,"PreservedSpecimen","Magnoliophyta","billardieri","2310",,"Thesium billardieri Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1324x122","Nigde","Boiss.","Santalales","Asia","B"
"1851","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Campanula","Variety","PreservedSpecimen","Magnoliophyta","stricta","2400",,"Campanula stricta var. libanotica (A. DC.) Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1325","Nigde","(A. DC.) Boiss.","Campanulales","Asia","B"
"1852","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","iberideum","2400",,"Aethionema iberideum (Boiss.) Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1326","Nigde","(Boiss.) Boiss.","Capparales","Asia","B"
"1853","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","stylosum","2400",,"Aethionema stylosum DC.","ICBN","1999-08-08 00:00:00.0","TR","1327","Nigde","DC.","Capparales","Asia","B"
"1854","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca",,"PreservedSpecimen","Magnoliophyta","valesiaca","2450",,"Festuca valesiaca Schleicher ex Gaudin","ICBN","1999-08-08 00:00:00.0","TR","1328","Nigde","Schleicher ex Gaudin","Cyperales","Asia","B"
"1855","Poaceae","BGBM","anatolica",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Festuca","Subspecies","PreservedSpecimen","Magnoliophyta","anatolica","2450",,"Festuca anatolica subsp. anatolica","ICBN","1999-08-08 00:00:00.0","TR","1329","Nigde",,"Cyperales","Asia","B"
"1856","Geraniaceae","BGBM","tuberosum",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Geranium","Subspecies","PreservedSpecimen","Magnoliophyta","tuberosum","2500",,"Geranium tuberosum subsp. tuberosum","ICBN","1999-06-27 00:00:00.0","TR","133","Mugla",,"Geraniales","Asia","B"
"1857","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2450m","Allium",,"PreservedSpecimen","Magnoliophyta","tauricola","2450",,"Allium tauricola Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1330","Nigde","Boiss.","Liliales","Asia","B"
"1858","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","iberideum","2400",,"Aethionema iberideum (Boiss.) Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1331","Nigde","(Boiss.) Boiss.","Capparales","Asia","B"
"1859","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Koeleria",,"PreservedSpecimen","Magnoliophyta","macrantha","2400",,"Koeleria macrantha (Ledeb.) Schult.","ICBN","1999-08-08 00:00:00.0","TR","1332","Nigde","(Ledeb.) Schult.","Cyperales","Asia","B"
"1860","Geraniaceae","BGBM","cedrorum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Erodium","Subspecies","PreservedSpecimen","Magnoliophyta","cedrorum","2400",,"Erodium cedrorum subsp. cedrorum","ICBN","1999-08-08 00:00:00.0","TR","1333","Nigde",,"Geraniales","Asia","B"
"1861","Euphorbiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Euphorbia","Variety","PreservedSpecimen","Magnoliophyta","herniariifolia","2310",,"Euphorbia herniariifolia var. glaberrima Hal.","ICBN","1999-08-08 00:00:00.0","TR","1334","Nigde","Hal.","Euphorbiales","Asia","B"
"1862","Fabaceae","BGBM","angustifolius",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2400m","Astragalus","Subspecies","PreservedSpecimen","Magnoliophyta","angustifolius","2400",,"Astragalus angustifolius subsp. angustifolius","ICBN","1999-08-08 00:00:00.0","TR","1335","Nigde",,"Fabales","Asia","B"
"1863","Papaveraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Papaver",,"PreservedSpecimen","Magnoliophyta","polychaetum","2310",,"Papaver polychaetum Schott & Kotschy","ICBN","1999-08-08 00:00:00.0","TR","1336","Nigde","Schott & Kotschy","Papaverales","Asia","B"
"1864","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Dianthus",,"PreservedSpecimen","Magnoliophyta","floribundus","2310",,"Dianthus floribundus Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1337","Nigde","Boiss.","Caryophyllales","Asia","B"
"1865","Fabaceae","BGBM","2",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Astragalus",,"PreservedSpecimen","Magnoliophyta","spec.","2310",,"Astragalus spec.","ICBN","1999-08-08 00:00:00.0","TR","1338","Nigde",,"Fabales","Asia","B"
"1866","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Cotoneaster",,"PreservedSpecimen","Magnoliophyta","nummularia","2310",,"Cotoneaster nummularia J.C.Fisch. & C.A.Mey.","ICBN","1999-08-08 00:00:00.0","TR","1339","Nigde","J.C.Fisch. & C.A.Mey.","Rosales","Asia","B"
"1867","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Ranunculus",,"PreservedSpecimen","Magnoliophyta","brevifolius","2250",,"Ranunculus brevifolius Ten.","ICBN","1999-07-04 00:00:00.0","TR","133x20","Antalya","Ten.","Ranunculales","Asia","B"
"1868","Papaveraceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Corydalis",,"PreservedSpecimen","Magnoliophyta","cf. erdelii","2500",,"Corydalis cf. erdelii Zucc.","ICBN","1999-06-27 00:00:00.0","TR","134","Mugla","Zucc.","Papaverales","Asia","B"
"1869","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2310m","Asphodeline",,"PreservedSpecimen","Magnoliophyta","taurica","2310",,"Asphodeline taurica (Pall.) Kunth","ICBN","1999-08-08 00:00:00.0","TR","1340","Nigde","(Pall.) Kunth","Liliales","Asia","B"
"1870","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2300m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","2300",,"Centaurea reuterana var. phrygia Bornm.","ICBN","1999-08-08 00:00:00.0","TR","1341","Nigde","Bornm.","Asterales","Asia","B"
"1871","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2300m","Phlomis",,"PreservedSpecimen","Magnoliophyta","capitata","2300",,"Phlomis capitata Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1342","Nigde","Boiss.","Lamiales","Asia","B"
"1872","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik DeresiKaraçik Derese, 2400m","Salvia",,"PreservedSpecimen","Magnoliophyta","absconditiflora","2400",,"Salvia absconditiflora Greuter & Burdet","ICBN","1999-08-08 00:00:00.0","TR","1343","Adana","Greuter & Burdet","Lamiales","Asia","B"
"1873","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik DeresiKaraçik Derese, 2400m","Aethionema",,"PreservedSpecimen","Magnoliophyta","iberideum","2400",,"Aethionema iberideum (Boiss.) Boiss.","ICBN","1999-08-08 00:00:00.0","TR","1353","Adana","(Boiss.) Boiss.","Capparales","Asia","B"
"1874","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2400",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","ICBN","1999-06-27 00:00:00.0","TR","136","Mugla","(Boiss.) Ehrend.","Rubiales","Asia","B"
"1875","Liliaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Allium",,"PreservedSpecimen","Magnoliophyta","spec.","2400",,"Allium spec.","ICBN","1999-06-27 00:00:00.0","TR","137","Mugla",,"Liliales","Asia","B"
"1876","Poaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","pinifolia","2400",,"Festuca pinifolia var. pinifolia","ICBN","1999-06-27 00:00:00.0","TR","139","Mugla",,"Cyperales","Asia","B"
"1877","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Çiçekbaba Tepesi, 1150m","Teucrium",,"PreservedSpecimen","Magnoliophyta","sandrasicum","1150",,"Teucrium sandrasicum O.Schwarz","ICBN","1999-06-19 00:00:00.0","TR","14","Mugla","O.Schwarz","Lamiales","Asia","B"
"1878","Geraniaceae","BGBM","tuberosum",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Geranium","Subspecies","PreservedSpecimen","Magnoliophyta","tuberosum","2400",,"Geranium tuberosum subsp. tuberosum","ICBN","1999-06-27 00:00:00.0","TR","140","Mugla",,"Geraniales","Asia","B"
"1879","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Crepis",,"PreservedSpecimen","Magnoliophyta","willdenowii","2400",,"Crepis willdenowii Czerep.","ICBN","1999-08-09 00:00:00.0","TR","1400","Adana","Czerep.","Asterales","Asia","B"
"1880","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Crepis",,"PreservedSpecimen","Magnoliophyta","willdenowii","2490",,"Crepis willdenowii Czerep.","ICBN","1999-08-09 00:00:00.0","TR","1400x131","Adana","Czerep.","Asterales","Asia","B"
"1881","Linaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Linum",,"PreservedSpecimen","Magnoliophyta","obtusatum","2400",,"Linum obtusatum (Boiss.) Stapf","ICBN","1999-08-09 00:00:00.0","TR","1401","Adana","(Boiss.) Stapf","Linales","Asia","B"
"1882","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2400",,"Asyneuma limonifolium subsp. limonifolium","ICBN","1999-08-09 00:00:00.0","TR","1402","Adana",,"Campanulales","Asia","B"
"1883","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","stricta","2400",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","ICBN","1999-08-09 00:00:00.0","TR","1403","Adana","Schönb.-Tem.","Rubiales","Asia","B"
"1884","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","stricta","2490",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","ICBN","1999-08-09 00:00:00.0","TR","1403x131","Adana","Schönb.-Tem.","Rubiales","Asia","B"
"1885","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","zonatus","2400",,"Dianthus zonatus var. zonatus","ICBN","1999-08-09 00:00:00.0","TR","1404","Adana",,"Caryophyllales","Asia","B"
"1886","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","zonatus","2490",,"Dianthus zonatus var. zonatus","ICBN","1999-08-09 00:00:00.0","TR","1404x131","Adana",,"Caryophyllales","Asia","B"
"1887","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m","Erysimum",,"PreservedSpecimen","Magnoliophyta","kotschyanum","2400",,"Erysimum kotschyanum Gay","ICBN","1999-08-09 00:00:00.0","TR","1405","Adana","Gay","Capparales","Asia","B"
